skill_1,skill_2,label
shell,java,0
shell,javascript,0
shell,javascript,0
shell,kotlin,0
shell,kotlin,0
shell,lisp,0
shell,lua,0
shell,lua,0
shell,matlab,0
shell,objective-c,0
shell,objective-c,0
shell,pascal,0
shell,perl,0
shell,php,0
shell,php,0
shell,python,0
shell,python,0
shell,python,0
shell,r,0
shell,r,0
shell,ruby,0
shell,ruby,0
shell,rust,0
shell,rust,0
shell,scala,0
shell,scala,0
shell,smalltalk,0
shell,swift,0
shell,swift,0
shell,typescript,0
shell,typescript,0
shell,visual basic,0
smalltalk,ada,0
smalltalk,algol,0
smalltalk,bash,0
smalltalk,c,0
smalltalk,c++,0
smalltalk,c++,0
smalltalk,c#,0
smalltalk,c#,0
smalltalk,cobol,0
smalltalk,d,0
smalltalk,dart,0
smalltalk,elixir,0
smalltalk,elixir,0
smalltalk,erlang,0
smalltalk,fortran,0
smalltalk,go,0
smalltalk,groovy,0
smalltalk,haskell,0
smalltalk,haskell,0
smalltalk,java,0
smalltalk,java,0
smalltalk,javascript,0
smalltalk,javascript,0
smalltalk,kotlin,0
smalltalk,kotlin,0
smalltalk,lisp,0
smalltalk,lua,0
smalltalk,lua,0
smalltalk,matlab,0
smalltalk,objective-c,0
smalltalk,objective-c,0
smalltalk,pascal,0
smalltalk,perl,0
smalltalk,php,0
smalltalk,php,0
smalltalk,python,0
smalltalk,python,0
smalltalk,python,0
smalltalk,r,0
smalltalk,r,0
smalltalk,ruby,0
smalltalk,ruby,0
smalltalk,rust,0
smalltalk,rust,0
smalltalk,scala,0
smalltalk,scala,0
smalltalk,shell,0
smalltalk,swift,0
smalltalk,swift,0
smalltalk,typescript,0
smalltalk,typescript,0
smalltalk,visual basic,0
swift,ada,0
swift,algol,0
swift,bash,0
swift,c,0
swift,c++,0
swift,c++,0
swift,c#,0
swift,c#,0
swift,cobol,0
swift,d,0
swift,dart,0
swift,elixir,0
swift,elixir,0
swift,erlang,0
swift,fortran,0
swift,go,0
swift,groovy,0
swift,haskell,0
swift,haskell,0
swift,java,0
swift,java,0
swift,javascript,0
swift,javascript,0
swift,kotlin,0
swift,kotlin,0
swift,lisp,0
swift,lua,0
swift,lua,0
swift,matlab,0
swift,objective-c,0
swift,objective-c,0
swift,pascal,0
swift,perl,0
swift,php,0
swift,php,0
swift,python,0
swift,python,0
swift,python,0
swift,r,0
swift,r,0
swift,ruby,0
swift,ruby,0
swift,rust,0
swift,rust,0
swift,scala,0
swift,scala,0
swift,shell,0
swift,smalltalk,0
swift,typescript,0
swift,typescript,0
swift,visual basic,0
typescript,ada,0
typescript,algol,0
typescript,bash,0
typescript,c,0
typescript,c++,0
typescript,c++,0
typescript,c#,0
typescript,c#,0
typescript,cobol,0
typescript,d,0
typescript,dart,0
typescript,elixir,0
typescript,elixir,0
typescript,erlang,0
typescript,fortran,0
typescript,go,0
typescript,groovy,0
typescript,haskell,0
typescript,haskell,0
typescript,java,0
typescript,java,0
typescript,javascript,0
typescript,javascript,0
typescript,kotlin,0
typescript,kotlin,0
typescript,lisp,0
typescript,lua,0
typescript,lua,0
typescript,matlab,0
typescript,objective-c,0
typescript,objective-c,0
typescript,pascal,0
typescript,perl,0
typescript,php,0
typescript,php,0
typescript,python,0
typescript,python,0
typescript,python,0
typescript,r,0
typescript,r,0
typescript,ruby,0
typescript,ruby,0
typescript,rust,0
typescript,rust,0
typescript,scala,0
typescript,scala,0
typescript,shell,0
typescript,smalltalk,0
typescript,swift,0
typescript,swift,0
typescript,visual basic,0
visual basic,ada,0
visual basic,algol,0
visual basic,bash,0
visual basic,c,0
visual basic,c++,0
visual basic,c++,0
visual basic,c#,0
visual basic,c#,0
visual basic,cobol,0
visual basic,d,0
visual basic,dart,0
visual basic,elixir,0
visual basic,elixir,0
visual basic,erlang,0
visual basic,fortran,0
visual basic,go,0
visual basic,groovy,0
visual basic,haskell,0
visual basic,haskell,0
visual basic,java,0
visual basic,java,0
visual basic,javascript,0
visual basic,javascript,0
visual basic,kotlin,0
visual basic,kotlin,0
visual basic,lisp,0
visual basic,lua,0
visual basic,lua,0
visual basic,matlab,0
visual basic,objective-c,0
visual basic,objective-c,0
visual basic,pascal,0
visual basic,perl,0
visual basic,php,0
visual basic,php,0
visual basic,python,0
visual basic,python,0
visual basic,python,0
visual basic,r,0
visual basic,r,0
visual basic,ruby,0
visual basic,ruby,0
visual basic,rust,0
visual basic,rust,0
visual basic,scala,0
visual basic,scala,0
visual basic,shell,0
visual basic,smalltalk,0
visual basic,swift,0
visual basic,swift,0
visual basic,typescript,0
visual basic,typescript,0
ada,ada,1
algol,algol,1
bash,bash,1
c,c,1
c++,c++,1
c++,c++,1
c#,c#,1
c#,c#,1
cobol,cobol,1
d,d,1
dart,dart,1
elixir,elixir,1
elixir,elixir,1
erlang,erlang,1
fortran,fortran,1
go,go,1
groovy,groovy,1
haskell,haskell,1
haskell,haskell,1
java,java,1
java,java,1
javascript,javascript,1
javascript,javascript,1
kotlin,kotlin,1
kotlin,kotlin,1
lisp,lisp,1
lua,lua,1
lua,lua,1
matlab,matlab,1
objective-c,objective-c,1
objective-c,objective-c,1
pascal,pascal,1
perl,perl,1
php,php,1
php,php,1
python,python,1
python,python,1
python,python,1
r,r,1
r,r,1
ruby,ruby,1
ruby,ruby,1
rust,rust,1
rust,rust,1
scala,scala,1
scala,scala,1
shell,shell,1
smalltalk,smalltalk,1
swift,swift,1
swift,swift,1
typescript,typescript,1
typescript,typescript,1
visual basic,visual basic,1
